"File Name","Item Sequence","Visibility","Title","Thumbnail URL","IIIF Range","viewingHint","Parent ARK","Item ARK","Object Type","AltTitle.other","AltTitle.uniform","Place of origin","Date.normalized","Date binding","Date.creation","Scribe","Illuminator","Rubricator","Author","Commentator","Compiler","Translator","Summary","Contents note","Colophon","Incipit","Explicit","Motif","Bibliography","References","Provenance","Signature","General note","Physical Description","Format.extent","Format","Format.dimensions","Support","Foliation","Collation","Page layout","Writing and hands","Illustrations note","Inscription","Additions","Binding note","Ink color","Features","Condition note","Type.typeOfResource","Type.genre","Language","Text direction","Writing system","Script","Script note","Rights.statementLocal","Rights contact","Name.repository","AltIdentifier.local","Series","Collection (physical)","Undertext object(s)","Overtext mss","Other version","Ms cataloger/scholar","(originator of the digitized object)","Lens make | Lens model","Aperature","Camera Operator","IIIF Manifest URL"
"","","sinai","Sinai Arabic 3. Pentateuch : manuscript, 1358. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t1r0h%2Fcx06nb17/full/!200,200/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z16t1r0h","Work","التَّوراة الخَمْسَةِ الأَسْفَار|~|سْفر يَشُوع","Bible. Pentateuch","","1358","","1358","","","","","","","","","","","بسم الله الرّحمٰن الرّحيم نبتدي بعون الله تعالیٰ بكتب","تمّ سْفر يشوع ابن نون تلميذَ مُوسیٰ. و مانح العطايا و غافر الخطايا و مجزل الخيرات و سابغ النّعم المجد و الاكرام الی الدّهر […]. اللّهم سامح القاري و السّامع و الكاتب و القاني […].","","","Kamil","","","","","373 ff. ; 2219.5 g","Codex","251 x 185 x 91 mm","Paper","","","","","","","","","","Rubrication|~|Marginalia","","text","Biblical texts","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 3","","Sinai. Old Collection","","","http://www.loc.gov/item/00279385743-ms/","","Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director","Schneider | APO-DIGITAR 90/4.8 SES","11","The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16t1r0h/manifest"
"","","sinai","Sinai Arabic 7. Chronicles I-II : manuscript, [10th c.]. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1321071%2F3v05x46w/full/!200,200/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1321071","Work","","Bible. Chronicles","","901/1000","","10th c.","","","","","","","","","","","","","","","Kamil","","","","","75 ff. ; 398.0 g","Codex","275 x 172 x 24 mm","Paper","","","","","","","","","","Rubrication|~|Marginalia","No front board. Inside back board has paste-down. ff. 57–75 have loose quires.","text","Biblical texts","ara","right-to-left","Arabic","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 7","","Sinai. Old Collection","","","http://www.loc.gov/item/00279385834-ms/","","Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director","Schneider | APO-DIGITAR 90/4.8 SES","11","The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1321071/manifest"
"","","sinai","Sinai Arabic 9. Old Testament : manuscript, [13th c.]. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sr03rq%2F2x17dr4p/full/!200,200/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1sr03rq","Work","كتاب اشعياء النّبي|~|كتاب حزقيال النّبي","Bible. Old Testament","","1201/1300","","13th c.","","","","","","","","","Books of Isaiah, Hosea, Joel, Amos, Obadiah, Jonas, Micah, Nahum, Habakkuk, Zephaniah, Haggai, Zechariah. Malachi, Jeremiah, the Lamentations of Jeremiah, Ezekiel and Daniel. Also story of Susanna, according to the Septuagint","","","","","","Kamil","","","","","347 ff. ; 2412.2 g","Codex","274 x 188 x 95 mm","Paper","","","","","Decorative illustration on f. 343v","Donation iscription on f. 1v","","","","Rubrication|~|Illustration(s)","","text","Biblical texts","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 9","","Sinai. Old Collection","","","","","Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director","Schneider | APO-DIGITAR 90/4.8 SES","11","The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros | Georgiades Christos","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sr03rq/manifest"
"","","sinai","Sinai Arabic 14. Prophetologion : manuscript, [17th c.]. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zc966z%2Fzj22hj63/full/!200,200/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1zc966z","Work","","Prophetologion","","1601/1700","","17th c.","","","","","","","","","","Colophon on f. 2 reads ""كتاب النّبوات الانبياء القدّيسين الفضلا الاطهار تقری في الصّوم الكبير و ليالي الاعياد الكبار و في تذكارات الرُسل المشرّفين و رؤساء الكهنة  و الشهداء و الابرار"".","بسم الاب و الابن و الرّوح القدس الاله الواحد آمين نبتدي بعون الله تعالي [sic] نكتب","تَمّ كتاب النّبوات بمنّة الاله ربَّ القَوّات","","","Kamil","","","","","132 ff. ; 1207.4 g","Codex","315 x 216 x 40 mm","Paper","","","","","","","","","","Rubrication|~|Marginalia|~|Colophon|~|Decoration, Vegetative","","text","Liturgical texts|~|Lectionaries|~|Biblical texts","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 14","","Sinai. Old Collection","","","http://merhav.nli.org.il/primo-explore/fulldisplay?docid=NNL_ALEPH003891573&context=L&vid=NLI&search_scope=Local&tab=default_tab&lang=en_US","","Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director","Schneider | APO-DIGITAR 90/4.8 SES","11","The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zc966z/manifest"
"","","sinai","Sinai Arabic 27. Psalter and Odes : manuscript, [13th c.]. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tm8fdb%2F3g380k4m/full/!200,200/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1tm8fdb","Work","المَزامير|~|زبور داوود النّبي","Bible. Psalms|~|Bible. Odes|~|Psalter","","1201/1300","","13th c.","","","","","","","","","","","","","","","Kamil","","","","","146 ff. ; 305.3 g","Codex","155 x 110 x 44 mm","Paper","","","","","","Illegible Arabic written on flaps of cover that wrap onto inside front board","","Papyrus inside front board and in back board with traces of ink","","Rubrication|~|Marginalia","First six leaves loose as a unit. Spine detached.","text","Biblical texts|~|Liturgical texts","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 27","","Sinai. Old Collection","","","http://merhav.nli.org.il/primo-explore/fulldisplay?docid=NNL_ALEPH003891580&context=L&vid=NLI&search_scope=Local&tab=default_tab&lang=en_US","","Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director","Schneider | APO-DIGITAR 120/5.6 SES","11","The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros | Georgiades Christos","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tm8fdb/manifest"
"","","sinai","Sinai Arabic 29. Psalter (uncomplete) : manuscript, [12th c.]. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1252nhk%2F0v81z73z/full/!200,200/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1252nhk","Work","المَزامير|~|زبور داوود النّبي","Bible. Psalms|~|Psalter","","1101/1200","","12th c.","","","","","","","","","","","","","","","Kamil","","","","","133 ff. ; 245.1 g","Codex","142 x 120 x 38 mm","Paper","f. 62 lacking","","","","","","","","","Rubrication|~|Marginalia","Rodent damage on all edges and many leaves. Both covers and some leaves loose and brittle.","text","Biblical texts|~|Liturgical texts","ara","right-to-left","Arabic","Kufic","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 29","","Sinai. Old Collection","","","http://merhav.nli.org.il/primo-explore/fulldisplay?docid=NNL_ALEPH003891582&context=L&vid=NLI&search_scope=Local&tab=default_tab&lang=en_US","","Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director","Schneider | APO-DIGITAR 120/5.6 SES","11","The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1252nhk/manifest"
"","","sinai","Sinai Arabic 37. Psalter : manuscript, 1231. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rn4c44%2Fqm71zn8n/full/!200,200/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1rn4c44","Work","المَزامير|~|زبور داوود النّبي","Bible. Psalms|~|Psalter","","1231","","1231","","","","","","","","","Psalms 13 to 134 preceded by two Mimars and an incomplete Life of St. Theodore the Martyr","","بسم الاب و الابن و الرّوح القدس هذه قصّة","","","","Kamil","","","","","127 ff. ; 486.0 g","Codex","178 x 142 x 48 mm","Paper","","","","Some of the texts are in Coptic.","","","Greek marginalia","","","Rubrication|~|Marginalia","Paper fragile and stained. Sections with reinforcing thread that prevents easy opening. The leaves making up the front board have been pried open.","text","Biblical texts|~|Liturgical texts","ara|~|grc|~|cop","right-to-left","Arabic|~|Greek|~|Coptic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 37","","Sinai. Old Collection","","","http://www.loc.gov/item/00279385925-ms/","","Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director","Schneider | APO-DIGITAR 120/5.6 SES","11","The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rn4c44/manifest"
"","","sinai","Sinai Arabic 57. Psalter and Odes : manuscript, [17th c.]. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15q60cw%2Fmr62sk03/full/!200,200/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z15q60cw","Work","المَزامير|~|زبور داوود النّبي","Bible. Psalms|~|Bible. Odes|~|Psalter","","1601/1700","","17th c.","","","","","","","","","","","","","","","Kamil","","","","","184 ff. ; 344.5 g","Codex","160 x 114 x 39 mm","Paper","","","","","","","Greek marginalia","","","Rubrication|~|Marginalia","","text","Biblical texts|~|Liturgical texts","ara","right-to-left","Arabic","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 57","","Sinai. Old Collection","","","http://merhav.nli.org.il/primo-explore/fulldisplay?docid=NNL_ALEPH003891599&context=L&vid=NLI&search_scope=Local&tab=default_tab&lang=en_US","","Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director","Schneider | APO-DIGITAR 120/5.6 SES","11","The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15q60cw/manifest"
"","","sinai","Sinai Arabic 60. Psalter and Odes : manuscript, [17th c.]. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11z57pm%2F4z96jm6b/full/!200,200/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z11z57pm","Work","المَزامير|~|زبور داوود النّبي","Bible. Psalms|~|Bible. Odes|~|Psalter","","1601/1701","","17th c.","","","","","","","","","","","","","","","Kamil","","","","","83 ff. ; 516.7 g","Codex","211 x 154 x 29 mm","Paper","","","","","","","","","","Rubrication","","text","Biblical texts|~|Liturgical texts","ara","right-to-left","Arabic","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 60","","Sinai. Old Collection","","","http://merhav.nli.org.il/primo-explore/fulldisplay?docid=NNL_ALEPH003891602&context=L&vid=NLI&search_scope=Local&tab=default_tab&lang=en_US","","Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director","Schneider | APO-DIGITAR 90/4.8 SES","11","The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11z57pm/manifest"
"","","sinai","Sinai Arabic 65. Psalter and Commentary : manuscript, [13th c.]. St. Catherine's Monastery, Sinai, Egypt","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x64r73%2Ftg97gf3g/full/!200,200/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1x64r73","Work","","Bible. Psalms|~|Psalter","","1201/1300","","13th c.","","","","Anṭākī, ʻAbd Allāh ibn al-Faḍl, -approximately 1052","","","","","151 Psalms with Commentary by Bishop ‘Abdallah ibn al-Fadl of Antioch","","","","","","Kamil","","","","","258 ff. ; 938.8 g","Codex","185 x 146 x 69 mm","Paper","","","","","","","","","","Rubrication","","text","Biblical texts|~|Liturgical texts","ara","right-to-left","Arabic","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 65","","Sinai. Old Collection","","","http://www.loc.gov/item/00279385950-ms/","","Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director","Schneider | APO-DIGITAR 120/5.6 SES","11","The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros","http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x64r73/manifest"
