File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.copyrightStatus,Rights.statementLocal,AltTitle.other,AltTitle.uniform,Place of origin,Date.normalized,Date binding,Date.creation,Scribe,Illuminator,Rubricator,Author,Commentator,Compiler,Translator,Subject name,Subject topic,Subject place,Subject temporal,Summary,Contents,Colophon,Incipit,Explicit,Motif,Bibliography,References,Provenance,Signature,General note,Physical Description,Format.extent,Format,Format.dimensions,Support,Foliation,Collation,Page layout,Writing and hands,Illustrations note,Inscription,Additions,Binding note,Ink color,Features,Condition note,Type.typeOfResource,Type.genre,Language,Text direction,Writing system,Script,Script note,Rights holder,Rights access,Licensing (?),Rights contact,Name.repository,AltIdentifier.local,Series,Collection (physical),Undertext object(s),Overtext mss,Other version,Ms cataloger/scholar,(originator of the digitized object),Lens make | Lens model,Aperature,Camera Operator
,,discovery,"Sinai Arabic 233. Varia : manuscript, 1695. St. Catherine's Monastery, Sinai, Egypt",,paged,21198/z1bk2gmg,ark:/21198/z1fr10wj,Work,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,,Orthodox Eastern Church. Synaxarion,,1695,,1695,,,,,,,,,,,,,"Book of Hours, Vigils of Nativity and Epiphany, Prayers, Kanons",,,,,,Gibson,,,,,115 ff. ; 448.4 g,Codex,208 x 158 x 24 mm,Paper,,,,,,,,,,,,text,Lectionaries|~|Liturgical books|~|Hymnals|~|Prayer|~|Manuscripts,ara,right-to-left,Arabic,,,,,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 233,,Sinai. Old Collection,,,http://merhav.nli.org.il/primo-explore/fulldisplay?docid=NNL_ALEPH003871397&context=L&vid=NLI&search_scope=Local&tab=default_tab&lang=en_US,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, EarlyManuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros
,,discovery,"Sinai Arabic 246. Life of St. Mary of Egypt : manuscript [ca 17th-18th c.]. St. Catherine's Monastery, Sinai, Egypt",,paged,21198/z1bk2gmg,ark:/21198/z1b0085j,Work,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,سيرة أمّنـا البارة مريم المصريّة,,,1600/1799,,17th-18th c.,,,,,,,,,,,,,,,,,,,Gibson,,,,,68 ff. ; 196.9 g,Codex,173 x 116 x 18 mm,Paper,,,,,,,,,,,,text,Saints|~|Hagiographies|~|Manuscripts,ara,right-to-left,Arabic,,,,,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 246,,Sinai. Old Collection,,,http://merhav.nli.org.il/primo-explore/fulldisplay?docid=NNL_ALEPH003871408&context=L&vid=NLI&search_scope=Local&tab=default_tab&lang=en_US,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, EarlyManuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 120/5.6 SES,11,The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros
,,discovery,"Sinai Arabic 247. Mimars[?] of John Chrysostom : manuscript [ca 12th c.]. St. Catherine's Monastery, Sinai, Egypt",,paged,21198/z1bk2gmg,ark:/21198/z1669hh5,Work,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,,,,1100/1199,,12th c.,,,,"John Chrysostom, Saint, -407",,,,,,,,,,,,,,,Gibson,,,,,257 ff. ; 922.8 g,Codex,180 x 140 x 71 mm,Paper,ff. 11 and 193 lacking,,,,,,Syriac scrap inserted at the end as f. 258 (image of f. 258v has the writing upside down).,,,,,text,Liturgical books|~|Manuscripts,ara,right-to-left,Arabic,,,,,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 247,,Sinai. Old Collection,,,http://merhav.nli.org.il/primo-explore/fulldisplay?docid=NNL_ALEPH003871409&context=L&vid=NLI&search_scope=Local&tab=default_tab&lang=en_US,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, EarlyManuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 120/5.6 SES,11,The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros
,,discovery,"Sinai Arabic 249. Martyrdom of St. Catherine : manuscript [ca 18th c.]. St. Catherine's Monastery, Sinai, Egypt",,paged,21198/z1bk2gmg,ark:/21198/z12f8rtw,Work,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,,,,1700/1799,,18th c.,,,,,,,,,,,,,,,,,,,Gibson,,,,,14 ff. ; 48.4 g,Codex,150 x 108 x 10 mm,Paper,,,,,,,,,,,,text,Hagiographies|~|Martyrologies|~|Manuscripts,ara,right-to-left,Arabic,,,,,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 249,,Sinai. Old Collection,,,http://merhav.nli.org.il/primo-explore/fulldisplay?docid=NNL_ALEPH003871411&context=L&vid=NLI&search_scope=Local&tab=default_tab&lang=en_US,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, EarlyManuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 120/5.6 SES,11,The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros | Georgiades Christos
,,discovery,"Sinai Arabic 254. Abbreviated Triodion and Chants : manuscript, 1732. St. Catherine's Monastery, Sinai, Egypt",,paged,21198/z1bk2gmg,ark:/21198/z1xs6zqg,Work,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,,,,1732,,1732,,,,,,,,,,,,,,,,,,,Gibson,,,,,46 ff. ; 265.0 g,Codex,210 x 166 x 20 mm,Paper,,,,,,,,,,,,text,Liturgical books|~|Hymnals|~|Manuscripts,ara,right-to-left,Arabic,,,,,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 254,,Sinai. Old Collection,,,http://merhav.nli.org.il/primo-explore/fulldisplay?docid=NNL_ALEPH003871414&context=L&vid=NLI&search_scope=Local&tab=default_tab&lang=en_US,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, EarlyManuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros
,,discovery,"Sinai Arabic 259. Euchologion : manuscript [ca 17th c.]. St. Catherine's Monastery, Sinai, Egypt",,paged,21198/z1bk2gmg,ark:/21198/z1t166z0,Work,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Akolouthia,Orthodox Eastern Church. Euchologion,,1600/1699,,17th c.,,,,,,,,,,,,,,,,,,,Gibson,,,,,119 ff. ; 251.5 g,Codex,157 x 115 x 27 mm,Paper,f. 5 lacking,,,,,,,,,Rubrication,ff. 1–4 rodent damage,text,Liturgical books|~|Manuscripts,ara|~|grc,right-to-left,Arabic|~|Greek,Naskh,,,,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 259,,Sinai. Old Collection,,,http://merhav.nli.org.il/primo-explore/fulldisplay?docid=NNL_ALEPH003891669&context=L&vid=NLI&search_scope=Local&tab=default_tab&lang=en_US,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, EarlyManuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 120/5.6 SES,11,The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros
,,discovery,"Sinai Arabic 270. Patristica : manuscript [ca 17th c.]. St. Catherine's Monastery, Sinai, Egypt",,paged,21198/z1bk2gmg,ark:/21198/z1p85g5s,Work,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,,,,1625,,1625,,,,,,,,,,,,,,,,,,,,,,,,469 ff. ; 1672.9 g,Codex,215 x 171 x 84 mm,Paper,,,,,,,,,,,,text,Manuscripts,ara,right-to-left,Arabic,,,,,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 270,,Sinai. Old Collection,,,http://www.loc.gov/item/00279384660-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, EarlyManuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros
,,discovery,"Sinai Arabic 272. Liturgica-Commentary : manuscript, 1100. St. Catherine's Monastery, Sinai, Egypt",,paged,21198/z1bk2gmg,ark:/21198/z1jh4qf2,Work,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,,,,1100,,1100,,,,,,,,,,,,,,,,,,,,,,,,70 ff. ; 430.2 g,Codex,216 x 149 x 42 mm,Paper,,,,,,,,,,,,text,Liturgical books|~|Sermons|~|Manuscripts,ara,right-to-left,Arabic,,,,,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 272,,Sinai. Old Collection,,,http://www.loc.gov/item/00279384684-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, EarlyManuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros
,,discovery,"Sinai Arabic 277. Five Mimars of Gregory the Theologian : manuscript, [ca 12th c.]. St. Catherine's Monastery, Sinai, Egypt",,paged,21198/z1bk2gmg,ark:/21198/z1dr3zrs,Work,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,Five Theological Orations,,,1100/1199,,12th c.,,,,"Gregory, of Nazianzus, Saint",,,,,,,,,,,,,,,,,,,,78 ff. ; 202.1 g,Codex,172 x 150 x 22 mm,Paper,,,,,,,,,,,f. 46 ripped,text,Sermons|~|Manuscripts,ara,right-to-left,Arabic,,,,,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 277,,Sinai. Old Collection,,,http://merhav.nli.org.il/primo-explore/fulldisplay?docid=NNL_ALEPH003870997&context=L&vid=NLI&search_scope=Local&tab=default_tab&lang=en_US,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, EarlyManuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 120/5.6 SES,11,The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros
,,discovery,"Sinai Arabic 288. Commentary on the Gospel of Matthew : manuscript, 1213. St. Catherine's Monastery, Sinai, Egypt",,paged,21198/z1bk2gmg,ark:/21198/z1903732,Work,copyrighted,Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,,,,1213,,1213,,,,"John Chrysostom, Saint, -407",,,,,,,,,,,,,,,Gibson,,,,,154 ff. ; 1509.2 g,Codex,268 x 205 x 66 mm,Paper,,,,,,Inscription on f. 1r,,,,Rubrication,,text,Sermons|~|Manuscripts,ara,right-to-left,Arabic,Naskh,,,,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 288,,Sinai. Old Collection,,,http://merhav.nli.org.il/primo-explore/fulldisplay?docid=NNL_ALEPH003890962&context=L&vid=NLI&search_scope=Local&tab=default_tab&lang=en_US,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, EarlyManuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros
